owner,color,name,zip,address,tel,URL,description,lng,lat,type,size_m2,url_image,開園年月日,その他,公園の概要,園名の由来,利用時間,休園日,駐車場,アクセス,休業日,地域の方々との関わり,柏の宮公園ができるまで,柏の宮公園憲章,茶室（林丘亭）,災害に備えた公園,この公園ができるまで,主要防災施設,ファクス番号,みどりの相談所概要,ホームページ,市民緑地制度,施設等紹,施設等紹介,交通アクセス,開園時間,ご寄附のお願い,利用上の注意
杉並区,green,阿佐谷北児童遊園,166-0001,"〒166-0001
杉並区阿佐谷北1丁目11番3号",,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/asagayakita/1007052.html,,139.640906699997,35.7059916697922,公園 ,380.68,https://www.city.suginami.tokyo.jp/_res/projects/default_project/_page_/001/007/052/329_asagayakitajidouyuuen.jpg,昭和41年2月17日,トイレ有り,,,,,,,,,,,,,,,,,,,,,,,,
杉並区,green,阿佐谷中央公園,166-0001,"〒166-0001
杉並区阿佐谷北1丁目39番24号",,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/asagayakita/1007053.html,,139.638067600028,35.7093848199585,公園 ,2257.03,https://www.city.suginami.tokyo.jp/_res/projects/default_project/_page_/001/007/053/027_asagayatyuuoukouen.jpg,昭和45年7月20日,トイレ有り、すくすくひろば有り,"入り組んだ形の敷地に、さまざまな遊具を備えた公園で、やや勾配のある住宅地の道をくだると入口に達し、公園はそこから前方に長くのびています。
入口から入ったところが一番広い広場で、周りにはケヤキ・モチノキなどの高木が立ち並びます。
広場の中央には見上げるばかり大ケヤキがそびえ、その周りに遊具が配置されています。
目玉は砂場を備えた幅の広いコンクリート製の大型すべり台で、付属のジャングルジムと一緒になって子供達の人気の的です。
その向こう側には4連ブランコ・チェーンネットクライム・小児用のすべり台があります。
広場の先は「へ」の字形の細長い敷地になっていて、手前は石張りのテラスと砂場、そして小動物コーナーが連続してならぶ子供達の遊び場です。
テラスと砂場には長いパーゴラがあり、子供達を直射日光から守ります。
左におれたその先は、豆砂利の園路に4本のケヤキが並び、両側にサンゴジュ・アベリアなどの植込みのある通路状の公園で出入り口のひとつに通じています。",,,,,,,,,,,,,,,,,,,,,,,
杉並区,green,阿佐谷西公園,166-0001,"〒166-0001
杉並区阿佐谷北2丁目32番21号",,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/asagayakita/1007054.html,,139.633283500167,35.7071286398131,公園 ,1108.77,https://www.city.suginami.tokyo.jp/_res/projects/default_project/_page_/001/007/054/076_asagayanisikouen.jpg,昭和52年1月20日,トイレ有り、球戯場有り,"住宅地の路地の奥、「こんな所に」と思う場所にあります。
四方を細い区道と民家に囲まれた静かな公園で、民有地を買収してつくられたものです。
南側の民家に接するところは、サクラ、ケヤキなど高木がこんもり繁る木立です。
中央の広場は、子供達の格好の遊び場になっています。
その左手は、細く住宅地に入り込んでいて、住宅の庭とが一体になったような感じがあります。
そこには枝型ブランコ、すべり台、砂場があります。
東側の一角には球戯コーナーがあります。",,,,,,,,,,,,,,,,,,,,,,,
杉並区,green,松山児童遊園,166-0001,"〒166-0001
杉並区阿佐谷北3丁目35番2号",,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/asagayakita/1007055.html,,139.632476300178,35.7113672100105,公園 ,568.47,https://www.city.suginami.tokyo.jp/_res/projects/default_project/_page_/001/007/055/303_matuyamajidouyuuen.jpg,昭和26年1月30日,トイレ有り,"アケボノスギ、ケヤキそしてイチョウなど背の高い木が植えられていますが、園内は明るい雰囲気です。
国有地を借りてつくられた児童遊園で、ここの遊具の中心は、木製遊具。
ロープのネット渡りとすべり台が一緒になったもので、広場の真ん中にあります。
ほかに4連ブランコ、鉄棒そして日除けつきの砂場があります。
近所に保育園があり、保母さんに連れられた園児達がよく遊びにきます。
この公園は、昭和62年度に大規模な改修をしています。
この公園は国有地の無償貸付を受けています。",,,,,,,,,,,,,,,,,,,,,,,
杉並区,green,阿佐谷こぶし緑地,166-0001,"〒166-0001
杉並区阿佐谷北3丁目36番2号",,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/asagayakita/1007056.html,,139.633525500175,35.7113481800129,公園 ,168.75,https://www.city.suginami.tokyo.jp/_res/projects/default_project/_page_/001/007/056/223_asagayakobusiryokuti.jpg,平成10年8月1日,トイレなし,,,,,,,,,,,,,,,,,,,,,,,,
杉並区,green,阿佐谷かりん公園,166-0001,"〒166-0001
杉並区阿佐谷北4丁目20番13号",,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/asagayakita/1007057.html,,139.635382300043,35.7126984399902,公園 ,368.93,https://www.city.suginami.tokyo.jp/_res/projects/default_project/_page_/001/007/057/148_asagayakarinkouen.jpg,昭和61年12月26日,トイレ有り,,,,,,,,,,,,,,,,,,,,,,,,
杉並区,green,お伊勢の森児童遊園,166-0001,"〒166-0001
杉並区阿佐谷北5丁目35番5号",,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/asagayakita/1007058.html,,139.639809400005,35.7108864899848,公園 ,348.11,https://www.city.suginami.tokyo.jp/_res/projects/default_project/_page_/001/007/058/351_oisenomorijidouyuuen.jpg,昭和47年9月20日,トイレなし,,,,,,,,,,,,,,,,,,,,,,,,
杉並区,green,Aさんの庭,166-0001,"〒166-0001
杉並区阿佐谷北5丁目45番13号",,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/asagayakita/1007059.html,,139.640588199994,35.7112779099894,公園 ,829.83,https://www.city.suginami.tokyo.jp/_res/projects/default_project/_page_/001/007/059/k00105_asannoniwa.jpg,平成22年7月25日,バリアフリートイレ有り,"「Aさんの庭」には、かつて、昭和初期の杉並の文化・生活を今に伝える歴史的な住宅とみどり豊かな庭がありました。
バラの垣根越しに見える庭一面に美しいバラが植えられていたことから、地域の方からは、「ばらの家」と呼ばれていました。
「トトロが喜んで住みそうな家」として、宮崎駿監督著「トトロの住む家」で紹介されるなど、地域のみなさんにも親しまれ、住宅が取壊されそうになった時には、6,300余の住宅保存の署名が集まりました。
区はこの地を取得し、公園として整備するために、地域のみなさんとともに公園計画の検討を進めました。
しかし、平成21年2月、火災により住宅は焼失してしまいました。
ところが、この地をよく知る宮崎監督から区へ公園デザインの提案の申出がありました。
この提案をもとに、再び、地域のみなさんと公園計画の検討を進め、整備を経て、平成22年7月に開園へと至りました。
「Aさんの庭」は、「かつてこの地にあった住宅の佇まいを風景として継承する」ことをコンセプトとしています。
トイレと防災倉庫を兼ねる建物の外観は、赤い素焼きの屋根瓦と茶色の外壁、そして白い窓枠により住宅の様子を再現しています。
火災後も残された住宅の土台には、土を入れ芝生を張り、来歴や間取を解説するためのサイン板を設置しました。
この他、住宅とともに歴史を刻んできた井戸、クヌギやキンモクセイの大木、四季折々に庭を彩る草花の数々をご覧いただけます。
また、新しいシンボルとなるコブシは、可能な限り自然の形のまま育て、その周囲の石積にみなさんが腰を下ろして集えるようになっています。",「Aさんの庭」の「Aさん」は、「公園に来る皆さん」のことです。,,,,,,,,,,,,,,,,,,,,,,
杉並区,green,阿佐谷北第二児童遊園,166-0001,"〒166-0001
杉並区阿佐谷北6丁目7番8号",,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/asagayakita/1007060.html,,139.639617199982,35.7138875798443,公園 ,673.65,https://www.city.suginami.tokyo.jp/_res/projects/default_project/_page_/001/007/060/346_asagayakitadainijidouyuuen.jpg,昭和46年4月20日,トイレ有り,,,,,,,,,,,,,,,,,,,,,,,,
杉並区,green,小七山公園,166-0001,"〒166-0001
杉並区阿佐谷北6丁目30番14号",,https://www.city.suginami.tokyo.jp/shisetsu/kouen/01/asagayakita/1007061.html,,139.636386599983,35.7163022797972,公園 ,474.40,https://www.city.suginami.tokyo.jp/_res/projects/default_project/_page_/001/007/061/198_kositiyamakouen.jpg,平成5年3月31日,トイレ有り,,,,,,,,,,,,,,,,,,,,,,,,
